user_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,Segment
512503442,0,1,566.01,2,2,2,Champion
512504770,0,3,446.45,2,2,2,Champion
512506900,0,1,604.88,2,2,2,Champion
512509669,0,1,38.59,2,2,1,Loyal
512511358,0,1,957.53,2,2,2,Champion
512511685,0,1,36.03,2,2,1,Loyal
512512039,0,1,180.16,2,2,1,Loyal
512517447,0,1,946.97,2,2,2,Champion
512519745,0,1,79.77,2,2,1,Loyal
512524945,0,1,249.43,2,2,1,Loyal
512525172,0,1,587.53,2,2,2,Champion
512525566,0,1,310.37,2,2,2,Champion
512525656,0,1,253.33,2,2,1,Loyal
512529030,0,2,1515.78,2,2,2,Champion
512532616,0,1,241.18,2,2,1,Loyal
512534259,0,1,64.32,2,2,1,Loyal
512538316,0,1,1415.48,2,2,2,Champion
512541744,0,1,295.49,2,2,2,Champion
512542465,0,2,66.74,2,2,1,Loyal
512543662,0,1,975.56,2,2,2,Champion
512545649,0,1,1067.92,2,2,2,Champion
512549794,0,1,113.23,2,2,1,Loyal
512550575,0,1,141.86,2,2,1,Loyal
512552525,0,1,383.51,2,2,2,Champion
512552910,0,1,553.24,2,2,2,Champion
512554052,0,2,326.84999999999997,2,2,2,Champion
512556357,0,1,515.67,2,2,2,Champion
512559007,0,1,25.71,2,2,1,Loyal
512565798,0,1,41.16,2,2,1,Loyal
512566413,0,1,56.6,2,2,1,Loyal
512566763,0,1,735.01,2,2,2,Champion
512567193,0,1,51.46,2,2,1,Loyal
512567480,0,1,102.71,2,2,1,Loyal
512569389,0,1,109.91,2,2,1,Loyal
512571278,0,1,154.39,2,2,1,Loyal
512571507,0,1,28.29,2,2,1,Loyal
512577020,0,1,710.25,2,2,2,Champion
512577810,0,1,254.76,2,2,2,Champion
512578345,0,1,200.52,2,2,1,Loyal
512579702,0,1,100.36,2,2,1,Loyal
512579739,0,1,258.18,2,2,2,Champion
512584306,0,1,189.26,2,2,1,Loyal
512586496,0,2,759.38,2,2,2,Champion
512590167,0,1,419.6,2,2,2,Champion
512590290,0,1,734.81,2,2,2,Champion
512592316,0,2,372.19,2,2,2,Champion
512593281,0,1,174.78,2,2,1,Loyal
512597740,0,1,69.24,2,2,1,Loyal
512602357,0,1,230.89,2,2,1,Loyal
512604234,0,1,49.16,2,2,1,Loyal
512606766,0,3,1002.28,2,2,2,Champion
512607090,0,1,134.42,2,2,1,Loyal
512607231,0,1,74.39,2,2,1,Loyal
512608150,0,1,642.69,2,2,2,Champion
512610545,0,1,946.97,2,2,2,Champion
512612290,0,1,738.61,2,2,2,Champion
512617841,0,1,975.57,2,2,2,Champion
512620656,0,2,1368.88,2,2,2,Champion
512622694,0,1,27.52,2,2,1,Loyal
512623349,0,9,1081.04,2,2,2,Champion
512630413,0,1,838.89,2,2,2,Champion
512631380,0,2,323.86,2,2,2,Champion
512631788,0,1,138.46,2,2,1,Loyal
512632624,0,1,46.31,2,2,1,Loyal
512633301,0,1,286.86,2,2,2,Champion
512634495,0,1,211.05,2,2,1,Loyal
512641799,0,1,99.03,2,2,1,Loyal
512642715,0,1,17.25,2,2,1,Loyal
512643994,0,1,1029.6,2,2,2,Champion
512644482,0,1,98.84,2,2,1,Loyal
512645161,0,1,734.81,2,2,2,Champion
512656066,0,1,254.26,2,2,1,Loyal
512662594,0,1,153.04,2,2,1,Loyal
512669743,0,1,514.76,2,2,2,Champion
512681805,0,4,1440.3,2,2,2,Champion
512682014,0,1,254.82,2,2,2,Champion
512686148,0,1,1746.89,2,2,2,Champion
512686308,0,1,1052.79,2,2,2,Champion
512693976,0,1,254.76,2,2,2,Champion
512694472,0,1,12.15,2,2,1,Loyal
512696270,0,2,371.40999999999997,2,2,2,Champion
512698305,0,1,241.18,2,2,1,Loyal
512702010,0,2,573.72,2,2,2,Champion
512702728,0,1,179.35,2,2,1,Loyal
512704409,0,1,70.02,2,2,1,Loyal
512704733,0,1,254.26,2,2,1,Loyal
512704812,0,1,388.81,2,2,2,Champion
512707941,0,1,161.93,2,2,1,Loyal
512710531,0,1,51.2,2,2,1,Loyal
512711336,0,2,1876.24,2,2,2,Champion
512711622,0,1,23.4,2,2,1,Loyal
512715329,0,1,174.45,2,2,1,Loyal
512715431,0,1,1402.87,2,2,2,Champion
512716730,0,1,177.44,2,2,1,Loyal
512718177,0,2,565.45,2,2,2,Champion
512719239,0,1,22.91,2,2,1,Loyal
512723664,0,4,407.32,2,2,2,Champion
512724599,0,1,258.18,2,2,2,Champion
512724942,0,1,154.38,2,2,1,Loyal
512725309,0,1,453.27,2,2,2,Champion
512728536,0,1,254.76,2,2,2,Champion
512730342,0,2,509.64,2,2,2,Champion
512730829,0,11,3006.66,2,2,2,Champion
512732166,0,1,738.61,2,2,2,Champion
512734021,0,1,118.15,2,2,1,Loyal
512736046,0,3,1029.4,2,2,2,Champion
512737133,0,1,130.76,2,2,1,Loyal
512737931,0,2,64.78999999999999,2,2,1,Loyal
512740905,0,1,808.27,2,2,2,Champion
512741964,0,1,957.53,2,2,2,Champion
512742880,0,2,1319.9299999999998,2,2,2,Champion
512743018,0,1,90.35,2,2,1,Loyal
512743510,0,1,871.06,2,2,2,Champion
512748362,0,1,733.92,2,2,2,Champion
512755967,0,1,174.45,2,2,1,Loyal
512756068,0,1,514.76,2,2,2,Champion
512757372,0,1,637.85,2,2,2,Champion
512758113,0,1,101.65,2,2,1,Loyal
512758756,0,1,157.28,2,2,1,Loyal
512759212,0,1,511.71,2,2,2,Champion
512760574,0,1,1052.79,2,2,2,Champion
512760937,0,1,514.76,2,2,2,Champion
512762688,0,1,51.97,2,2,1,Loyal
512767671,0,1,463.31,2,2,2,Champion
512771845,0,1,231.41,2,2,1,Loyal
512773487,0,1,314.53,2,2,2,Champion
512775746,0,1,46.33,2,2,1,Loyal
512776116,0,3,1929.69,2,2,2,Champion
512776621,0,1,17.48,2,2,1,Loyal
512776721,0,2,475.15999999999997,2,2,2,Champion
512777909,0,2,383.23,2,2,2,Champion
512778902,0,1,7.7,2,2,1,Loyal
512778916,0,3,1196.85,2,2,2,Champion
512779469,0,1,164.74,2,2,1,Loyal
512781091,0,1,710.25,2,2,2,Champion
512782039,0,1,1619.09,2,2,2,Champion
512782078,0,1,348.53,2,2,2,Champion
512782238,0,1,169.86,2,2,1,Loyal
512782660,0,1,385.85,2,2,2,Champion
512782957,0,2,380.19,2,2,2,Champion
512783871,0,1,130.7,2,2,1,Loyal
512784779,0,1,787.11,2,2,2,Champion
512786896,0,1,1887.05,2,2,2,Champion
512789640,0,1,254.76,2,2,2,Champion
512791557,0,1,587.56,2,2,2,Champion
512793062,0,1,48.88,2,2,1,Loyal
512796329,0,2,824.14,2,2,2,Champion
512796618,0,1,203.35,2,2,1,Loyal
512796913,0,1,1413.16,2,2,2,Champion
512797435,0,1,241.18,2,2,1,Loyal
512799061,0,1,133.81,2,2,1,Loyal
512800723,0,1,571.56,2,2,2,Champion
512809060,0,3,2447.77,2,2,2,Champion
512809666,0,1,1747.79,2,2,2,Champion
512810757,0,1,14.13,2,2,1,Loyal
512812487,0,1,111.82,2,2,1,Loyal
512812606,0,1,734.81,2,2,2,Champion
512815726,0,1,25.97,2,2,1,Loyal
512818320,0,1,1206.78,2,2,2,Champion
512818649,0,1,127.05,2,2,1,Loyal
512820831,0,1,178.9,2,2,1,Loyal
512822261,0,1,40.67,2,2,1,Loyal
512822550,0,1,120.45,2,2,1,Loyal
512822750,0,1,470.77,2,2,2,Champion
512825982,0,1,388.43,2,2,2,Champion
512826660,0,2,261.52,2,2,2,Champion
512827762,0,2,2024.38,2,2,2,Champion
512828590,0,1,486.5,2,2,2,Champion
512829199,0,2,507.57,2,2,2,Champion
512831425,0,1,464.06,2,2,2,Champion
512834472,0,2,417.56,2,2,2,Champion
512836766,0,1,241.18,2,2,1,Loyal
512837242,0,2,1492.58,2,2,2,Champion
512838351,0,1,759.06,2,2,2,Champion
512840324,0,1,130.76,2,2,1,Loyal
512840336,0,1,61.75,2,2,1,Loyal
512845211,0,2,1051.59,2,2,2,Champion
512846033,0,1,89.83,2,2,1,Loyal
512847159,0,1,295.49,2,2,2,Champion
512848468,0,3,1106.38,2,2,2,Champion
512850441,0,9,8407.22,2,2,2,Champion
512851108,0,1,185.71,2,2,1,Loyal
512851410,0,1,61.52,2,2,1,Loyal
512853313,0,1,38.59,2,2,1,Loyal
512856395,0,2,2043.25,2,2,2,Champion
512856820,0,1,189.82,2,2,1,Loyal
512857521,0,1,579.16,2,2,2,Champion
512861311,0,1,203.74,2,2,1,Loyal
512862910,0,1,135.14,2,2,1,Loyal
512865085,0,1,161.93,2,2,1,Loyal
512865417,0,1,185.71,2,2,1,Loyal
512866722,0,1,146.46,2,2,1,Loyal
512866723,0,3,1005.19,2,2,2,Champion
512867484,0,1,694.97,2,2,2,Champion
512867966,0,1,179.39,2,2,1,Loyal
512870255,0,10,5607.95,2,2,2,Champion
512873979,0,1,39.9,2,2,1,Loyal
512874070,0,1,185.7,2,2,1,Loyal
512875998,0,5,3730.02,2,2,2,Champion
512876597,0,1,118.33,2,2,1,Loyal
512877121,0,2,305.51,2,2,2,Champion
512878155,0,1,254.26,2,2,1,Loyal
512880156,0,1,437.39,2,2,2,Champion
512882545,0,1,185.71,2,2,1,Loyal
512885100,0,1,514.79,2,2,2,Champion
512889773,0,1,167.31,2,2,1,Loyal
512890132,0,1,90.07,2,2,1,Loyal
512890223,0,1,17.25,2,2,1,Loyal
512892460,0,1,1413.16,2,2,2,Champion
512893583,0,1,733.81,2,2,2,Champion
512894631,0,1,231.64,2,2,1,Loyal
512897536,0,1,360.08,2,2,2,Champion
512904025,0,1,39.05,2,2,1,Loyal
512905134,0,1,1286.75,2,2,2,Champion
512906628,0,1,115.55,2,2,1,Loyal
512906702,0,1,203.35,2,2,1,Loyal
512907792,0,1,145.41,2,2,1,Loyal
512908158,0,1,130.73,2,2,1,Loyal
512910051,0,1,388.43,2,2,2,Champion
512910497,0,1,177.44,2,2,1,Loyal
512911135,0,1,103.08,2,2,1,Loyal
512913620,0,1,179.39,2,2,1,Loyal
512919823,0,1,97.27,2,2,1,Loyal
512921553,0,1,161.93,2,2,1,Loyal
512924112,0,1,360.08,2,2,2,Champion
512925196,0,1,1415.48,2,2,2,Champion
512928343,0,1,422.09,2,2,2,Champion
512930759,0,1,339.75,2,2,2,Champion
512931979,0,3,560.24,2,2,2,Champion
512933004,0,1,254.76,2,2,2,Champion
512935711,0,1,419.6,2,2,2,Champion
512938355,0,2,1470.02,2,2,2,Champion
512938482,0,1,48.88,2,2,1,Loyal
512938516,0,1,1052.79,2,2,2,Champion
512941112,0,1,61.38,2,2,1,Loyal
512941360,0,1,8.88,2,2,1,Loyal
512943544,0,1,963.27,2,2,2,Champion
512944863,0,1,339.75,2,2,2,Champion
512946423,0,2,1911.99,2,2,2,Champion
512946579,0,1,130.76,2,2,1,Loyal
512946888,0,1,140.85,2,2,1,Loyal
512951198,0,1,71.79,2,2,1,Loyal
512953546,0,1,419.55,2,2,2,Champion
512956141,0,1,110.34,2,2,1,Loyal
512957071,0,1,130.7,2,2,1,Loyal
512957391,0,1,130.7,2,2,1,Loyal
512957718,0,1,110.66,2,2,1,Loyal
512960541,0,1,464.06,2,2,2,Champion
512962346,0,2,2002.62,2,2,2,Champion
512963820,0,1,185.71,2,2,1,Loyal
512963843,0,1,1205.18,2,2,2,Champion
512966870,0,1,36.01,2,2,1,Loyal
512968794,0,1,368.04,2,2,2,Champion
512969461,0,1,80.57,2,2,1,Loyal
512970079,0,1,254.76,2,2,2,Champion
512971084,0,1,360.08,2,2,2,Champion
512972772,0,1,1413.16,2,2,2,Champion
512973929,0,3,330.71999999999997,2,2,2,Champion
512975335,0,3,5891.99,2,2,2,Champion
512975726,0,1,169.37,2,2,1,Loyal
512976799,0,1,514.76,2,2,2,Champion
512977906,0,1,286.86,2,2,2,Champion
512978744,0,1,257.2,2,2,2,Champion
512984134,0,4,1302.71,2,2,2,Champion
512987599,0,2,358.72,2,2,2,Champion
512988697,0,2,594.8399999999999,2,2,2,Champion
512989888,0,1,464.06,2,2,2,Champion
512990575,0,1,23.14,2,2,1,Loyal
512992612,0,1,464.06,2,2,2,Champion
512996475,0,1,304.25,2,2,2,Champion
513001056,0,1,174.75,2,2,1,Loyal
513004489,0,1,259.98,2,2,2,Champion
513006072,0,1,975.57,2,2,2,Champion
513008250,0,1,254.32,2,2,1,Loyal
513008306,0,1,171.56,2,2,1,Loyal
513009213,0,1,257.38,2,2,2,Champion
513009633,0,1,24.45,2,2,1,Loyal
513012458,0,1,592.01,2,2,2,Champion
513013628,0,1,386.08,2,2,2,Champion
513014567,0,1,818.53,2,2,2,Champion
513018321,0,1,26.9,2,2,1,Loyal
513021858,0,1,975.57,2,2,2,Champion
513029668,0,1,64.33,2,2,1,Loyal
513030712,0,1,41.16,2,2,1,Loyal
513032757,0,1,29.6,2,2,1,Loyal
513034059,0,1,772.19,2,2,2,Champion
513035059,0,1,1184.05,2,2,2,Champion
513040148,0,1,346.98,2,2,2,Champion
513040825,0,1,46.31,2,2,1,Loyal
513044965,0,4,5661.92,2,2,2,Champion
513046742,0,2,1844.59,2,2,2,Champion
513047987,0,1,1012.19,2,2,2,Champion
513051932,0,1,8.88,2,2,1,Loyal
513052010,0,1,174.78,2,2,1,Loyal
513054294,0,1,197.43,2,2,1,Loyal
513055587,0,1,975.57,2,2,2,Champion
513055962,0,1,975.56,2,2,2,Champion
513057002,0,3,887.28,2,2,2,Champion
513058138,0,1,1402.87,2,2,2,Champion
513062867,0,3,110.11,2,2,1,Loyal
513063061,0,2,102.44,2,2,1,Loyal
513064955,0,1,64.33,2,2,1,Loyal
513067413,0,1,733.81,2,2,2,Champion
513068622,0,3,1929.3,2,2,2,Champion
513068869,0,3,5328.33,2,2,2,Champion
513070281,0,2,172.42,2,2,1,Loyal
513070654,0,1,150.7,2,2,1,Loyal
513075253,0,1,486.47,2,2,2,Champion
513075745,0,2,934.8299999999999,2,2,2,Champion
513080145,0,2,259.46999999999997,2,2,2,Champion
513085940,0,1,22.39,2,2,1,Loyal
513088122,0,1,311.81,2,2,2,Champion
513089984,0,3,925.89,2,2,2,Champion
513096118,0,1,241.71,2,2,1,Loyal
513096787,0,1,174.45,2,2,1,Loyal
513100682,0,1,975.56,2,2,2,Champion
513101632,0,1,29.58,2,2,1,Loyal
513114559,0,1,25.66,2,2,1,Loyal
513115291,0,1,130.7,2,2,1,Loyal
513117637,0,1,1181.5,2,2,2,Champion
513118339,0,1,1747.79,2,2,2,Champion
513119922,0,1,286.35,2,2,2,Champion
513124019,0,1,161.93,2,2,1,Loyal
513125274,0,1,82.29,2,2,1,Loyal
513126922,0,1,397.95,2,2,2,Champion
513127060,0,1,1209.53,2,2,2,Champion
513128416,0,1,66.67,2,2,1,Loyal
513130370,0,1,28.03,2,2,1,Loyal
513135386,0,2,102.4,2,2,1,Loyal
513139436,0,1,745.67,2,2,2,Champion
513140151,0,1,42.19,2,2,1,Loyal
513142431,0,1,1042.92,2,2,2,Champion
513152827,0,1,43.73,2,2,1,Loyal
513157728,0,1,231.64,2,2,1,Loyal
513161483,0,1,1747.79,2,2,2,Champion
513164300,0,1,241.18,2,2,1,Loyal
513166055,0,2,384.96,2,2,2,Champion
513166167,0,1,57.92,2,2,1,Loyal
513169330,0,1,161.93,2,2,1,Loyal
513172531,0,2,169.88,2,2,1,Loyal
513176056,0,1,22.39,2,2,1,Loyal
513177349,0,1,241.18,2,2,1,Loyal
513177564,0,1,383.51,2,2,2,Champion
513177566,0,2,1807.82,2,2,2,Champion
513178210,0,1,321.76,2,2,2,Champion
513180300,0,1,64.08,2,2,1,Loyal
513183830,0,1,83.63,2,2,1,Loyal
513183949,0,1,161.93,2,2,1,Loyal
513185453,0,2,541.62,2,2,2,Champion
513191579,0,1,130.7,2,2,1,Loyal
513193230,0,1,368.04,2,2,2,Champion
513193446,0,1,377.09,2,2,2,Champion
513193474,0,1,285.69,2,2,2,Champion
513197276,0,1,1029.37,2,2,2,Champion
513197717,0,1,864.63,2,2,2,Champion
513201640,0,1,150.7,2,2,1,Loyal
513202804,0,1,189.82,2,2,1,Loyal
513204280,0,1,28.29,2,2,1,Loyal
513207029,0,1,370.41,2,2,2,Champion
513207524,0,1,159.69,2,2,1,Loyal
513210353,0,1,254.76,2,2,2,Champion
513210754,0,1,17.48,2,2,1,Loyal
513210934,0,1,56.6,2,2,1,Loyal
513211485,0,2,1029.52,2,2,2,Champion
513211921,0,2,44.78,2,2,1,Loyal
513216014,0,1,130.76,2,2,1,Loyal
513218193,0,1,25.71,2,2,1,Loyal
513219287,0,1,1184.05,2,2,2,Champion
513219960,0,1,183.79,2,2,1,Loyal
513223953,0,1,1205.23,2,2,2,Champion
513225654,0,1,254.76,2,2,2,Champion
513226959,0,1,72.1,2,2,1,Loyal
513229396,0,1,197.43,2,2,1,Loyal
513229620,0,1,30.86,2,2,1,Loyal
513236349,0,1,33.44,2,2,1,Loyal
513242371,0,1,1052.79,2,2,2,Champion
513245394,0,1,1012.77,2,2,2,Champion
513246192,0,1,581.22,2,2,2,Champion
513250205,0,1,41.16,2,2,1,Loyal
513250707,0,1,321.5,2,2,2,Champion
513253016,0,2,1467.62,2,2,2,Champion
513254174,0,5,863.44,2,2,2,Champion
513254545,0,1,32.15,2,2,1,Loyal
513254787,0,2,249.66,2,2,1,Loyal
513258104,0,1,203.35,2,2,1,Loyal
513258796,0,1,231.64,2,2,1,Loyal
513262829,0,1,179.36,2,2,1,Loyal
513263005,0,1,1415.48,2,2,2,Champion
513265392,0,1,286.86,2,2,2,Champion
513266285,0,1,308.86,2,2,2,Champion
513266807,0,1,174.78,2,2,1,Loyal
513270805,0,1,787.09,2,2,2,Champion
513271325,0,1,135.99,2,2,1,Loyal
513271846,0,1,254.76,2,2,2,Champion
513272046,0,3,744.47,2,2,2,Champion
513272147,0,1,51.22,2,2,1,Loyal
513272248,0,1,110.48,2,2,1,Loyal
513273417,0,1,41.16,2,2,1,Loyal
513273607,0,1,150.7,2,2,1,Loyal
513275461,0,1,95.21,2,2,1,Loyal
513275653,0,1,476.18,2,2,2,Champion
513276169,0,1,254.76,2,2,2,Champion
513286099,0,1,461.27,2,2,2,Champion
513292694,0,4,2506.74,2,2,2,Champion
513294158,0,1,25.48,2,2,1,Loyal
513295398,0,1,1106.82,2,2,2,Champion
513299697,0,1,120.98,2,2,1,Loyal
513300188,0,1,179.39,2,2,1,Loyal
513308836,0,1,100.13,2,2,1,Loyal
513309820,0,1,344.64,2,2,2,Champion
513310245,0,1,174.45,2,2,1,Loyal
513316122,0,1,51.46,2,2,1,Loyal
513316282,0,3,1150.53,2,2,2,Champion
513316334,0,1,349.82,2,2,2,Champion
513318196,0,1,957.53,2,2,2,Champion
513320236,0,2,1475.02,2,2,2,Champion
513320694,0,1,453.27,2,2,2,Champion
513322443,0,1,66.67,2,2,1,Loyal
513322839,0,13,2686.39,2,2,2,Champion
513324067,0,2,356.02,2,2,2,Champion
513324698,0,1,286.86,2,2,2,Champion
513325934,0,1,975.57,2,2,2,Champion
513326552,0,2,1343.38,2,2,2,Champion
513326786,0,1,278.24,2,2,2,Champion
513333061,0,1,130.76,2,2,1,Loyal
513334519,0,4,4111.8099999999995,2,2,2,Champion
513337407,0,1,514.76,2,2,2,Champion
513337963,0,2,242.48,2,2,1,Loyal
513338727,0,1,339.75,2,2,2,Champion
513338994,0,1,946.97,2,2,2,Champion
513340618,0,1,51.22,2,2,1,Loyal
513341426,0,2,430.59000000000003,2,2,2,Champion
513344614,0,2,718.3199999999999,2,2,2,Champion
513347990,0,1,241.18,2,2,1,Loyal
513350838,0,1,368.04,2,2,2,Champion
513354708,0,1,17.99,2,2,1,Loyal
513356064,0,1,360.34,2,2,2,Champion
513358262,0,1,435.85,2,2,2,Champion
513371955,0,1,1415.48,2,2,2,Champion
513374196,0,2,405.68,2,2,2,Champion
513379484,0,1,738.61,2,2,2,Champion
513380613,0,1,975.56,2,2,2,Champion
513380786,0,1,360.08,2,2,2,Champion
513381675,0,1,738.61,2,2,2,Champion
513381781,0,1,1052.79,2,2,2,Champion
513382406,0,1,231.41,2,2,1,Loyal
513384871,0,1,1619.09,2,2,2,Champion
513384878,0,1,808.59,2,2,2,Champion
513388916,0,2,718.8399999999999,2,2,2,Champion
513388925,0,1,78.74,2,2,1,Loyal
513400739,0,1,105.68,2,2,1,Loyal
513401362,0,1,887.57,2,2,2,Champion
513402456,0,1,254.26,2,2,1,Loyal
513402546,0,1,738.61,2,2,2,Champion
513404281,0,1,130.76,2,2,1,Loyal
513405091,0,1,1415.48,2,2,2,Champion
513407759,0,1,787.11,2,2,2,Champion
513407881,0,1,360.08,2,2,2,Champion
513412089,0,1,946.97,2,2,2,Champion
513414830,0,1,77.2,2,2,1,Loyal
513417991,0,1,130.76,2,2,1,Loyal
513419646,0,1,308.65,2,2,2,Champion
513420400,0,4,1003.41,2,2,2,Champion
513426965,0,1,64.08,2,2,1,Loyal
513428222,0,1,12.84,2,2,1,Loyal
513429517,0,2,66.88,2,2,1,Loyal
513433909,0,1,1012.64,2,2,2,Champion
513438709,0,1,738.61,2,2,2,Champion
513441189,0,1,738.39,2,2,2,Champion
513444444,0,1,254.76,2,2,2,Champion
513445070,0,1,33.44,2,2,1,Loyal
513447878,0,1,185.7,2,2,1,Loyal
513448546,0,1,257.38,2,2,2,Champion
513449837,0,1,254.26,2,2,1,Loyal
513455519,0,2,164.58,2,2,1,Loyal
513457083,0,2,3277.2799999999997,2,2,2,Champion
513457523,0,1,83.58,2,2,1,Loyal
513470067,0,1,128.45,2,2,1,Loyal
513471065,0,1,174.45,2,2,1,Loyal
513472297,0,1,738.61,2,2,2,Champion
513473043,0,1,188.73,2,2,1,Loyal
513484145,0,1,157.53,2,2,1,Loyal
513485066,0,2,200.76,2,2,1,Loyal
513485388,0,1,154.36,2,2,1,Loyal
513489079,0,1,116.73,2,2,1,Loyal
513492525,0,1,614.55,2,2,2,Champion
513493902,0,1,18.0,2,2,1,Loyal
513496019,0,1,231.64,2,2,1,Loyal
513506849,0,1,514.5,2,2,2,Champion
513507001,0,1,33.44,2,2,1,Loyal
513508022,0,1,154.38,2,2,1,Loyal
513509085,0,3,3255.3900000000003,2,2,2,Champion
513513288,0,2,846.6,2,2,2,Champion
513513671,0,1,254.76,2,2,2,Champion
513514855,0,1,311.81,2,2,2,Champion
513517811,0,1,975.56,2,2,2,Champion
513520393,0,1,1070.8,2,2,2,Champion
513534069,0,1,461.0,2,2,2,Champion
